Movie Name,Time,Rating,Top Cast,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War
We Live in Time (2024),108,76,एंड्रयू गारफ़ील्डTobias      फ्लोरेंस प्यूAlmut      Grace DelaneyElla      Lee BraithwaiteJade      Aoife HindsSkye      Adam JamesSimon Maxson      Douglas HodgeReginald      Amy MorganLeah      Niamh CusackSylvia      Lucy BriersDr Kerri Weaver      Robert BoulterDr Hernandez      Nikhil ParmarSanjaya      Kerry GodlimanJane      Heather CraneyBuffy Jones      Matt KennardBenjamin      Sam KennardLucas      Saroja-Lily RatnavelRestaurant Show Staff Member      Laura GuestMidwife      Marama CorlettAdrienne Duvall      Sue WallaceCarlotta (Diner Waitress)      Megan HalyCashier      Eliot SaltChef James      Kevin BrewerChef Luke      Fumilayo Brown-OlatejuChef Ruth      Roly BothaNoel (Close-Up Magician)      Grace MolonyNurse (Chemo Ward)      Ann OgbomoOperator      Saira ChoudhrySheena      Joao Soares Dos ReisStation Cook      ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dominique (2024),94,76,Oksana OrlanDominique      Sebastián CarvajalJulio      María del RosarioPaulina      Maurice CompteChief Santiago      Chase ColemanJohn      Ski CarrGonzalo      Jose Conejo MartinOfficer Chago      ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
My Grandfather's Demons (2022),85,61,Victoria GuerraRosa (voice)      António DurãesGrandpa Marcelino (voice)      Ana Sofia MartinsLaura (voice)      Nuno LopesJoão (voice)      João TemperaHugo (voice)      Celso BugalloAntónio (voice)      Martim BalsaChico (voice)      Óscar BrancoAttorney (voice)      ,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Subservience (2024),105,67,Megan FoxAlice      Michele MorroneNick      Madeline ZimaMaggie      Matilda FirthIsla      Andrew WhippMonty      Atanas SrebrevLewis      Kate NicholsLyla      Trevor Van UdenActor      Euan MacnaughtonSIM Doctor (Male)      Max KrausActor      JR EspositoKobol Supervisor (Human)      Doroteya TolevaSim Waitress      Antoni DavidovTravis      Jude GreensteinMax      Rosmary YanevaFemale SIM      Kexin WangJohn      Manal El-FeituryDonna      Ronak PataniClerk (Kobol Showroom)      Derek MorseParamedic (SIM) / Kobol SIM      Les WeldonDoctor      Ayden HowlettMason      Velizar BinevOlder Male SIM      Emanuela TolevaServer SIM (Female)      Kalina KrustevaNurse (Human)      Boris GeorgievSurgeon SIM      Velimir VelevSurgeon SIM      Eva KalaydzhievaSurgeon SIM      Kristina VeroSurgeon SIM      ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
OVERLORD: The Sacred Kingdom (2024),134,78,Satoshi HinoAinz Ooal Gown / Momonga (voice)      Yumi HaraAlbedo (voice)      Masayuki KatouDemiurge (voice)      Yoshino AoyamaNeia Baraja (voice)      Hitomi NabatameRemedios Custodio (voice)      Saori HayamiCalca Bessarez (voice)      Haruka TomatsuKelart Custodio (voice)      ,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Grinch (2018),85,69,बेनेडिक्ट कम्बरबैचGrinch (voice)      Rashida JonesDonna Lou Who (voice)      केनन थॉम्पसनBricklebaum (voice)      Cameron SeelyCindy Lou Who (voice)      Angela LansburyMayor McGerkle (voice)      Pharrell WilliamsNarrator (voice)      Ramone HamiltonAxl (voice)      Sam LavagninoOzzy (voice)      Scarlett EstevezIzzy (voice)      Michael BeattieStore Clerk (voice)      Scott MosierAdditional Voices (voice)      Lori AlanAdditional Voices (voice)      Carter HastingsAdditional Voices (voice)      Carlos AlazraquiAdditional Voices (voice)      John KassirAdditional Voices (voice)      Cathy CavadiniAdditional Voices (voice)      Danny MannAdditional Voices (voice)      Meilee CondronAdditional Voices (Voice)      Tristan O'HareGroopert (voice)      Doug BurchAdditional Voices (voice)      Tucker ChandlerAdditional Voices (voice)      Townsend ColemanAdditional Voices (voice)      Abby CradenAdditional Voices (voice)      Brian T. DelaneyAdditional Voices (voice)      John DeMitaAdditional Voices (voice)      Bill FarmerAdditional Voices (voice)      Aaron ForsAdditional Voices (voice)      Willow GeerAdditional Voices (voice)      Jess HarnellAdditional Voices (voice)      Evan KishiyamaAdditional Voices (voice)      Barbara HarrisAdditional Voices (voice)      Jeremy MaxwellAdditional Voices (voice)      Laraine NewmanAdditional Voices (voice)      Dashiell PriestleyAdditional Voices (voice)      Alex PuccinelliAdditional Voices (voice)      Emma Elizabeth ShannonAdditional Voices (voice)      Joel SwetowAdditional Voices (voice)      Mindy SterlingAdditional Voices (voice)      Tara StrongAdditional Voices (voice)      Regina TaufenAdditional Voices (voice)      Jim WardAdditional Voices (voice)      ,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
गाओ: Thriller (2024),11,74,मॅथ्यू मॅक्कोनौघेBuster Moon (voice)      Tori KellyMeena (voice)      निक क्रॉलGunter (voice)      स्कार्लेट जोहानसनAsh (voice)      टेरॉन एगर्टनJohnny (voice)      Garth JenningsMiss Crawly (voice)      Eric HayesAdditional Voices (voice)      Katherine KellowayAdditional Voices (voice)      Joy PoirelAdditional Voices (voice)      Fisher StevensAdditional Voices (voice)      ,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
वेनम (2018),112,68,टॉम हार्डीEddie Brock / Venom      Michelle WilliamsAnne Weying      Riz AhmedCarlton Drake / Riot      Scott HazeSecurity Chief Roland Treece      Reid ScottDr. Dan Lewis      Jenny SlateDr. Dora Skirth      Melora WaltersHomeless Woman Maria      Woody HarrelsonCletus Kasady / Carnage      Peggy LuMrs. Chen      Malcolm C. MurrayLewis Donate      Sope AlukoDr. Collins      Wayne PéreDr. Emerson      Michelle LeeMalaysia EMT / Riot Host      Kurt YueMission Control Translator      Chris O'HaraAstronaut J. J. Jameson III      Emilio RiveraLobby Guard Richard      Amelia YoungAllie      Ariadne JosephEddie's TV Producer      Deen BrooksherDrake Interview Guard #1      David JonesDrake Interview Guard #2      Roger YuanVillage Eel Shop Owner      Woon Young ParkMalaysia Village Tough #1      Patrick Chundah ChuMalaysia Village Tough #2      Vickie EngElderly Village Woman / Riot Host      Mac BrandtJack the Bartender      Nick ThuneBeardo at Bar      Michael Dennis HillReporter on TV      Sam MedinaShakedown Thug      Scott DeckertNoisy Neighbor Ziggy      Lauren RichardsZiggy's Girlfriend      Jared BankensIsaac / Blue Host      Lucas FleischerGuard at Gate      Michael BurgessFlight Technician      Diesel MadkinsLab Security Guard      Otis WinstonChasing Guard      Zeva DuVallLittle Girl / Riot Host      Selena AnduzeBistro Manager      Brittany L. SmithBistro Hostess      Jordan FosterWaiter      Jane McNeillDiner #1      Victor McCayDiner #2      Elizabeth BeckaDiner #3      Ron PratherDiner #4      Marcia WhiteDiner #5      Javier Vazquez Jr.MRI Tech      Ellen GersteinHospital Lady with Dog / Mrs. Manfredi      Martin Bats BradfordJacob / Blue Host      Steven TeuchertStoner Dude #1      Al-Jaleel KnoxStoner Dude #2      Brandon MoralesCrowd Control Officer      Matthew CornwellOps Director      David FleischerFlight Trajectory Specialist      DJames JonesL. F. Security Guard      Angela DavisEvacuating Scientist      Stan LeeDapper Dog Walker      Wade WilliamsPrison Guard      Ron Cephas JonesJack      Christian ConveryJoey - 8 Year Old Boy (uncredited)      Boston Rush FreemanTrolly Teen #1 (uncredited)      Shameik MooreMiles Morales / Spider-Man (voice) (uncredited)      Jake JohnsonPeter Parker / Spider-Man (voice) (uncredited)      ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Battle for the Western Front (2022),90,57,Michael LakeYoung Man      Christopher CordellBench      Sylvain PlasseSylvain - French Farmer      Somerville BlackBethany      Aaron HuggettCEF Officer      Corey ChaineyGerman Soldier      Sam BiskeyJulian SeguinAdam Daniel MezelKyle Naylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Azrael (2024),86,60,Samara WeavingAzrael      Vic Carmen SonneMiriam      Katariina UntJosefine      Peter ChristoffersenDemian      Nathan Stewart-JarrettKenan      Johhan RosenbergAnton      Eero MilonoffLuther      Sebastian Bull SarningIsaac      Rea LestLiesl      Phong GiangSevrin      Sonia RoszczukBurnt Woman      Valentin TzinTall Burnt Man      Vincent WillestrandLeon      Karen BengoEsmeralda      Felix LeechThin Burnt Man      Ekke Märten HeklesMid-Ground Burnt Person      Robin LiksorMid-Ground Burnt Person      Karl Edgar TammiMid-Ground Burnt Person / Villager      Boyan AnevMid-Ground Burnt Person      Roger PurtsakBackground Burnt Person      Edgar RahhimovBackground Burnt Person      Marten FrankBackground Burnt Person      Jan-Erik SedrikBackground Burnt Person      Elvira ErliJosefine's Mom      Kaire SõmerMother      Eliisabet Estrid SomerKid      Alisa MerkurievaVillager      Andreas AinjärvVillager      Anne TürnpuVillager      Christopher Das RaajVillager      Claudia Isabel Lopez OrtizVillager      Daniel AmanyoVillager      Dmitry MerkurievVillager      Ege Berk AkgünVillager      Ene PappelVillager      Helin RääkVillager      Janek KarakatšVillager      Jegor SevastjanovVillager      Jekaterina MeinertVillager      Johanna VaiksooVillager      Jörgen LiikVillager      Klaus Abram SiimonVillager      Konstantin AleksejevVillager      Lenna Lii KuusklaVillager      Liis Maria KaabelVillager      Lisette MallaVillager      Maarja TammemägiVillager      Madis LaurVillager      Marion TammetVillager      Martin KöstnerVillager      Meelis RämmeldVillager      Mia MooreVillager      Priit KesaVillager      Reena UusmetsVillager      Sergei PozdniakovVillager      Silva PijonVillager      Silver SoorskVillager      Sirelyn RääkVillager      Sofia KruusamägiVillager      Stefan HeinVillager      Vivek TyagiVillager      ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
वेनम: कार्नेज का खौफ़ (2021),97,68,टॉम हार्डीEddie Brock / Venom      Woody HarrelsonCletus Kasady / Carnage      Michelle WilliamsAnne Weying      Naomie HarrisFrances Louise Barrison / Shriek      Reid ScottDr. Dan Lewis      Stephen GrahamDetective Mulligan      Peggy LuMrs. Chen      Sian WebberDr. Pazzo      Michelle GreenidgeMugging Victim      Rob BowenBeaten Mugger      Laurence SpellmanPatient      Little SimzLittle Simz      Jack BandeiraYoung Cletus      Olumide OlorunfemiYoung Shirek      Scroobius PipSiegfried      Amrou Al-KadhiHost Two      Beau SargentHost Three      Brian CopelandRodeo Beach Reporter      Stewart AlexanderWarden      Sean DelaneyYoung Detective Mulligan      Ed KearReveler      Emma LauReveler      Louis j RhoneReveler      Christopher GodwinHeadmaster (1997)      Tiffanie ThomasSan Quentin Tier Guard      Rocky CapellaValet Car Park      Sam RobinsonSan Quentin Guard      Greg LockettSan Francisco Police Department Officer      Sonny Ashbourne SerkisPlunger Man      Otis WinstonStreet Man      Vaughn JohsephTie Down Guard      Kristen SimoesTV Reporter - San Quentin      Miguel Angel ArreguinGas Station Attendant      Shaliz AfsharSan Francisco Reporter      Reece ShearsmithPriest      Simon ConnollyGrieving Father      Rachel HandshawGrieving Mother      Amanda FosterVictim's Sister      Akie KotabeVictim's Brother      Eric SigmundssonStartled Witness      Chabris Napier-LawrenceRavenscroft Guard      Larry OlubamiwoRavenscroft Guard      Jose PalmaSan Quentin Last Meal Guard      Ashlen AquilaSan Quentin Last Meal Guard      Jamal AjalaRavenscroft Orderly      James D. Weston IISan Quentin Commander      Che AmaroSan Quentin Guard      Joshua Eldridge-SmithSympathetic Guard      Rosie MarcelDetective in Bathroom      Elliot CableHost Pre Carnival #1      J.K. SimmonsJ. Jonah Jameson (uncredited)      टॉम हॉलेंडPeter Parker / Spider-Man (uncredited)      David ZepedaMax Irázabal (uncredited)      Jason McNabTalkative Red Jacket Reveller (uncredited)      ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bad Boys: Ride or Die (2024),115,75,Will SmithMike Lowrey      मार्टिन लॉरेंसMarcus Burnett      वेनेसा हजेंसKelly      Alexander LudwigDorn      Paola NuñezRita      Eric DaneMcGrath      Ioan GruffuddLockwood      Jacob ScipioArmando      Melanie LiburdChristine      Tasha SmithTheresa      Rhea SeehornJudy      Tiffany HaddishTabitha      Joe PantolianoCaptain Howard      DJ KhaledManny      John SalleyFletcher      Bianca BethuneMegan      Dennis GreeneReggie      Quinn HemphillCallie      Derek RussoLintz      Karter Reese NewsomeLittle Marcus      Levy TranWolf      Jay DeVon JohnsonRuss Brown      Jeff J.J. AuthorsFelix the Drunk Pilot      Nicholas VerdiHijacked Pilot      Steven Sean GarlandThe Banker      Jerri TubbsBanker's Wife      Jewelianna Ramos-OrtizBanker's Girlfriend      Enoch KingConvenience Store Clerk      James Lee ThomasThief      Jay ShettyPolice Chaplain      Jason DavisGrice      Ahmed LucanDoctor      Bria BrimmerNurse      Alex PiresParamedic      Nathan HesseTrailer Park Redneck      Jesse MalinowskiTrailer Park Redneck      Blanca GoodfriendWoman in Car      Jasmin LawrenceReporter Johnson      Adriana SheriReporter Cobb      Joyner LucasGang A Leader      Marybel RodriguezNewscaster      Austin CarterNewscaster      Dwight TurnerNewscaster      Jenna KanellNicole      Rob MarsAnalyst      Bobby HernandezSniper      माइकल बेPorsche Driver      Khaby LameMan on the Street (uncredited)      Adil El ArbiManny's Goon #1 (uncredited)      Bilall FallahManny's Goon #2 (uncredited)      ,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
फ्रीडम (2024),110,66,Lucas BravoBruno Sulak      Yvan AttalGeorge Moréas      Léa Luce BusatoAnnie      Steve TientcheuDrago      David AyalaBelina      Léo ChaliéMarika      Slimane DaziJean-Louis      David MurgiaPatrick      Radivoje BukvićSteve(as Rasha Bukvic)      Mélanie LaurentChristophe KourotchkineJesse Guttridge,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Skin. Like. Sun. (2010),60,65,Wim van DammeHimself      Floor WynsHerself      ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
अकेला घर 2 - न्यू याॅर्क में हार गया (1992),120,67,Macaulay CulkinKevin      Joe PesciHarry      Daniel SternMarv      Catherine O'HaraKate      John HeardPeter      Brenda FrickerPigeon Lady      Tim CurryConcierge      Devin RatrayBuzz      Gerry BammanUncle Frank      Rob SchneiderBellman      Michael C. MaronnaJeff      Terrie SnellAunt Leslie      Hillary WolfMegan      Maureen Elisabeth ShayLinnie      Dana IveyDesk Clerk      Eddie BrackenMr. Duncan      Kieran CulkinFuller      Jedidiah CohenRod      Senta MosesTracy      Diana ReinSondra      Anna SlotkyBrooke      Leigh ZimmermanFashion Model      Ralph FoodyGangster      Clare HoakGangster - 'Dame'      Monica DevereuxHotel Operator      Bob EubanksDing-Dang-Dong Host      Rip TaylorCeleb #1      Jaye P. MorganCeleb #2      Jimmie WalkerCeleb #3      Patricia DevereuxContestant #1      Aimee DevereuxContestant #2      A.M. ColumbusSkycap O'Hare #1      Joe LissSkycap O'Hare #2      Teri McEvoyAgent #3 - NY Gate / O'Hare      Ally SheedyTicket Agent (New York)      Harry HutchinsonTicket Taker      Clarke DevereuxTicket Taker / Evidence Specialist      Sandra MacatFlight Attendant      Venessia ValentinoFlight Attendant      Andre LachaumetteMan on Plane      Rick ShaferPeter Look Alike      Rod SellOfficer Bennett      Ron CanadaCop in Times Square      Cedric YoungCop in Central Park      William D'AmbraArresting Cop in Central Park #1      Mark MorettiniArresting Cop in Central Park #2      Fred KrauseCliff      James ColeSecurity Guard      डोनाल्ड ट्रम्पDonald Trump      Warren RiceDoorman      Thomas CivitanoPlaza Marketing Director      Daniel DassinWaiter      Donna BlackHealth Club Woman      Abdoulaye NGomBead Vendor      Peter PantaleoAirport Van Driver      Michael HansenAirport Driver      Michael GoldfingerLimo Driver      Mario TodiscoCab Driver      Anthony CannataSergeant in Toy Store      Eleanor ColumbusLittle Girl in Toy Store      Karen GiordanoStreetwalker #1      Fran McGeeStreetwalker #2      Leonard TepperSleeping Man      Kevin ThomasGeeky Kid      Al CerulloHelicopter Pilot      Dan BuckmanCentral Park Ice Skater (uncredited)      Laurence S. ChessParent at Christmas Play (uncredited)      क्रिस कोलंबसMan in Toy Store (uncredited)      Jonathon GentryChoir Boy (uncredited)      Kate HudsonChoir Singer (uncredited)      Eric IanKid in the Airport (uncredited)      Karen Jensen-ClarkWoman with Shopping Bag (uncredited)      Jeffrey LandmanChoir Singer (uncredited)      Eden RiegelChoir Member (uncredited)      Mike SodeAirport College Student (uncredited)      Paul ZimmermanPedestrian (uncredited)      ,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
An Almost Christmas Story (2024),24,76,Cary ChristopherMoon (voice)      Estella MadrigalLuna (voice)      Jim GaffiganPapa Owl (voice)      Mamoudou AthiePelly (voice)      Alex Ross PerryDave The Dog (voice)      Gianna JosephPeaky (voice)      Phil RosenthalPunt (voice)      Natasha LyonnePat (voice)      John C. ReillyThe Folk Singer (voice)      David LoweryAdditional Voice (voice)      Megan MelendiAdditional Voice (voice)      Mike MelendiAdditional Voice (voice)      ,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Juror #2 (2024),114,70,निकोलस हॉल्टJustin Kemp      Toni ColletteFaith Killebrew      J.K. SimmonsHarold Chincowski      Chris MessinaEric Resnick      Zoey DeutchAllison Crewson      Cedric YarbroughMarcus      Kiefer SutherlandLarry Lasker      Gabriel BassoJames Michael Sythe      Amy AquinoJudge Thelma Hollub      Leslie BibbDenice Aldworth      Francesca EastwoodKendall Carter      Adrienne C. MooreYolanda      Chikako FukuyamaKeiko      Phil BiedronVince      Hedy NasserCourtney      Onix SerranoEli      Drew ScheidBrody      Jason CovielloLuke      Zele AvradopoulosIrene      Rebecca KoonNellie      KateLynn E. NewberryHideaway Bartender      Rachel WaltersWoman from Bar      Megan MieduchAllison's Friend      Melanie HarrisonCampaign Manager (VO)      Bria BrimmerBailiff Wood      Scott Alan SmithCustodian      Javier Vazquez Jr.Hiker      Kurt YueMedical Examiner      Tom ThonElderly Man      Ra Val DavisReporter      Gabriel ButlerOliver      Kevin SaundersBurly Guy      Luciano AntoninoFraternity Guy      Lou BoschCoffee Cart Attendant      Kellen BoyleFaith's Assistant      Vincent MinutellaGroundskeeper      Ella FraleyHostess (uncredited)      Grant RobertsDesk Cop (uncredited)      ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Whisper of the Witch (2024),90,68,Arthur BeschastnyПол      Maryana SpivakСофия      Sofya ShidlovskayaЯна      Igor GrabuzovНик      Sergey SafronovАртур      Valeria KotДжули      Ilya VinogorskyРон      Kirill RusinКевин      Artyom FadeevMarina GrishakovaRavil BatyrovIvan RysinSemyon DorinKolya NeukoellnKirill YakushenkoElena AgeevaAleksey LysenkoIvan GoryachevAndrey KnyazevMaxim Ivanov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SpongeBob Squarepants: Kreepaway Kamp (2024),45,70,Tom KennySpongeBob / Cabin / Clam / Snail / Tall Tail / Vampire Monster / Sea Urchins / Jellyfish / Anchovies (voice)      Bill FagerbakkePatrick / Anchovy #2 / Roh / Sea Urchins / Anchovies (voice)      Rodger BumpassSquidward / Regigilled / The Creeper / Sea Urchins (voice)      Clancy BrownMr. Krabs / Anchovies (voice)      Carolyn LawrenceSandy / Rea / Teen Girls / Sea Urchins / Anchovies (voice)      Mr. LawrencePlankton / Larry the Lobster / Anchovy #1 / Sea Bunnies / Sea Urchins (voice)      Lori AlanPearl / Teen Girls (voice)      Carlos AlazraquiHarvey / Anchovy #3 / Sea Bunnies / Sea Urchins / Nobby / Orange Fish (voice)      Dee Bradley BakerBubble Bass / Kevin C. Cucumber / Craig Mammalton / Kidferatu / Rock Monster / Anchovies (voice)      India de BeaufortMaisey Manes (voice)      Grey DeLislePreda Tory / Big Roxie / Elwood (voice) (as Grey DeLisle)      Mary Jo CatlettMrs. Puff (voice)      John GegenhuberJimmy Blobfish / Anchovies (voice)      Jess HarnellThe Kraken (voice)      Kate HigginsLittle Roxie / Narlene (voice)      Sirena IrwinLady Upturn / Nurse Helga / Mo / Teen Girls (voice)      Jill TalleyKaren / Sea Urchins (voice)      Alexander WardNosferatu      ,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Joker: Folie à Deux (2024),138,56,Joaquin PhoenixArthur Fleck      लेडी गागाLee Quinzel      Brendan GleesonJackie Sullivan      Catherine KeenerMaryanne Stewart      ज़ासी बीट्सSophie Dumond      Steve CooganPaddy Meyers      Harry LawteyHarvey Dent      Leigh GillGary Puddles      Ken LeungDr. Victor Liu      Jacob LoflandRicky Meline      Bill SmitrovichJudge Herman Rothwax      Sharon WashingtonDebra Kane      Alfred Rubin ThompsonErnie Bullock      Connor StorrieYoung Inmate      Gregg DanielMusic Teacher      Mac BrandtArkham Guard      George CarrollArkham Guard      John LacyArkham Guard      Tim DillonArkham Guard      Wayne DehartE Ward Inmate      Troy FrominE Ward Inmate      Ajgie KirklandE Ward Inmate      Terrance T.P. PoliteE Ward Inmate      Jimmy Walker Jr.E Ward Inmate      Toney WilsonE Ward Inmate      June CarrylDr. Louise Beatty      Don McManusPaddy Meyers' Producer      G.L. McQuearyHead Bailiff      Angela D. WatsonJury Foreman      Murphy GuyerWhite Chapel Minister      Carson HigginsJunior Associate      Gattlin GriffithMasked Joker Driver      Hudson OzJoker Doppelganger      Ray LykinsVictim's Dad      Will RoppJoker Fan #1      Ashton MoioJoker Fan #2      Emilio RojasJoker Fan #3      Joe SpinneyPolice Escort      Richard BusserAdditional Guard      Brian DonahueAdditional Guard      Mike HoustonAdditional Guard      Jess KingAdditional Guard      Jimmy SmagulaAdditional Guard      Stephen StantonStan L. Brooks (voice)      Martin KildareNews Anchor      Laurie DawnReporter      Steven X. GreenfieldReporter      Dominiqué Williams-BlairReporter      Barry BonderReporter      Kaylah Sharve' BakerBack-up Singer      Ashley LevinBack-up Singer      Celeste ButlerBack-up Singer      Alex Wesley SmithMusic Room Pianist      Robert LoftusArkham Guard (uncredited)      Nick CaveJoker / Shadow (voice) (uncredited)      ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Canary Black (2024),103,64,केट बेकिंस्लेAvery Graves      Rupert FriendDavid Brooks      Saffron BurrowsElizabeth Mills      Ray StevensonJarvis Hedlund      Goran KostićBreznov      Ben MilesDCIA Nathan Evans      Jaz HutchinsAgent Maxfield      Romina TonkovićSorina      Ana CilasAbby      Emma GojkovićEvans Assistant      Igor PečenjevHostage Agent      Andrei LenartNiklaus      Luka AlagićLaszlo Stoica      ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Crow (2024),111,59,Bill SkarsgårdEric      FKA twigsShelly      Danny HustonVincent Roeg      Josette SimonSophia      Laura BirnMarion      Sami BouajilaKronos      Karel DobrýRoman      Jordan BolgerChance      Sebastian OrozcoDom      David BowlesWickham      Tundy SmithLex      Samba GoldinJay      Isabella WeiZadie      Jordan HajAdam      Dukagjin PodrimajDetective Milch      Darija PavlovičováGray      Caolan O'Neil-FordePunk Inmate      Janek GregorLarge Inmate      Lukáš Duy Anh TranSkinny Inmate      Solo UniackeYoung Eric      Brian CaspeSimon Elbe / Therapist      Peter Parker MensahKelly (Guard)      Gregory GudgeonJames      Bethany AdamsClinical Aid      Jakub StrachChance Friend #4      Robert James RichChance Friend #1      Vladimír NezdarilChange Friend #2      Beáta GolováChance Friend #3      Jim HighUniformed Cop #1      Seam TurayUniformed Cop #2      Lada BočkováSoloist #1      Daniel MatoušekSoloist #2      David EvropejskýMentor      Monika KvasničkováEric's Mother      Andrea MiltnerMusic Teacher      Paul MaynardCard Dealer      Leona SkleničkováEmma      Sinéad PhelpsEMT #1      Daniel SzelezsánEMT #2 Kronos Look Alike      Emmanuel IloegbunamDrug Dealer      Paul DeanGuard      Antonín HausknechtFriendly Driver (Stunt Driver)      Baha ChbaniArabic Businessman #2      Ahmad AlhadiArabic Businessman #1      Jan BudařOpera Fighter      ,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
