Movie Name,Time,Rating,Top Cast,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War
The Lord of the Rings: The War of the Rohirrim (2024),134,69,Brian CoxHelm Hammerhand (voice)      Gaia WiseHéra (voice)      Luke PasqualinoWulf (voice)      Laurence Ubong WilliamsFréaláf Hildeson (voice)      लॉरैन ऐशबोर्नOlwyn (voice)      Shaun DooleyFreca (voice)      Benjamin WainwrightHaleth (voice)      Yazdan QafouriHáma (voice)      Miranda OttoÉowyn (voice)      Michael WildmanGeneral Targg (voice)      Janine DuvitskiOld Pennicruik (voice)      Bilal HasnaLief (voice)      Jude AkuwudikeLord Thorne (voice)      Billy BoydShank (voice)      Dominic MonaghanWrot (voice)      Alex JordanLord Frygt (voice)      Bea DooleyYoung Héra (voice)      Elijah TamatiYoung Wulf (voice)      Will GodberYoung Rohan Refugee (voice)      Christopher LeeSaruman (voice)      Calum GittinsWildman (voice)      Matt BeachenDunharrow Captain (voice)      ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
द प्लेटफ़ॉर्म 2 (2024),100,56,Milena SmitPerempuán      Hovik KeuchkerianZamiatin      Natalia TenaSahabat      Óscar JaenadaDagin Babi      Ivan MassaguéGoreng      Zorion EguileorTrimagasi      Bastien UghettoRobespierre      Armando BuikaBarbarian Level 73      Pedro BachuraBarbarian Level 54      Antonia San JuanImoguiri      Alexandra MasangkayMiharu      Emilio BualeBaharat      Albert PlaGorka ZufiaurreDown Syndrome Prisoner      Ken AppledornLoyalist Level 52      Hoji FortunaMan Level 52      Mariamu ToureWoman Level 23      Sesinou HenrietteDagin's Lieutenant      Patty BonetBlonde Woman      Txaro KandlerBarbarian      Miriam K. MartxanteCook #2      Miren GaztañagaCook #3      Irene BauInge LaddMalick ThiawFran CantosTadashi ItoBarbarian Level 21      Abel VitónJoan EsteveMila EspigaAinhoa ArtetxeMaria Urcelay Eguia,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
A Nonsense Christmas with Sabrina Carpenter (2024),50,75,Sabrina CarpenterSelf      Chappell RoanSelf      Kali UchisSelf      Shania TwainSelf      Cara DelevingneSelf      Jillian BellSelf      Kyle MooneySelf      Owen ThieleSelf      Quinta BrunsonSelf      Nico HiragaSelf      Megan StalterSelf      Sean AstinSelf      TylaSelf      Gaynor HicksSelf      Oriane ServeilleSelf      Denise CariteSelf      Treylyn InaySelf      Jamal MooreSelf      Kirsten EdkinsSelf      Solomon DorseySelf      Peter DyerSelf      Natsuki MiyaSelf      Jazz SmithSelf      RJ KellySelf      Nycole AltchilerSelf      Cherry DavisSelf      Jay TellisSelf      Mikey B. Martinez IIISelf      Tim StewartSelf      ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
पुष्पा 2 - The Rule (2024),198,68,Allu ArjunPushpa Raj      Rashmika MandannaSrivalli      Fahadh FaasilBhanwar Singh Shekhawat      Jagadeesh BandariKesava      Rao RameshBhumireddy Siddappa Naidu      Sunil VarmaMangalam Srinu      Anasuya BharadwajDakshayani      AjayMolleti Mohan Raj      KalpalathaParvathamma      Pavani KaranamMolleti Kaveri      Shri TejMolleti Dharma Raj      BrahmajiSI Kupparaj      Jagapati BabuSri Kogatam Veera Pratap D      Tarak PonnappaBugga Reddy      Adithya MenonSubba Reddy      Adukalam NarenC.M      Divi VadthyaNews Reporter      DhananjayJolly Reddy      Mime GopiChennai Murugan      SatyaJapanese to Telugu Translator      SreeleelaSpecial appearance for a Song      ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Flesh (1991),90,53,Sergio CastellittoPaolo      Francesca DelleraFrancesca      Philippe LéotardNicola      Farid ChopelAldo      Petra ReinhardtGiovanna      Gudrun GundlachNursing woman on the beach      Nicoletta BorisOwner of the Bar      Alessandro De SantisSon of the owner of the bar      Eleonora CecereDaughter of Paolo      Massimo BucchiPriest      Sonia TopazioSupermarket Cashier      Pino ToscaCarabiniere      Matteo RipaldiClelia PiscitelliElena WiedermannDaniele FralassiSalvatore EspositoFulvio Falzarano,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ग्लेडिएटर (2000),155,82,"रसल क्रोMaximus      Joaquin PhoenixCommodus      Connie NielsenLucilla      Oliver ReedProximo      Richard HarrisMarcus Aurelius      Derek JacobiGracchus      जाइमन ऊनसूJuba      David SchofieldFalco      John ShrapnelGaius      Tomas AranaQuintus      Ralf MoellerHagen      Spencer Treat ClarkLucius      David HemmingsCassius      Tommy FlanaganCicero      Sven-Ole ThorsenTiger      Omid DjaliliSlave Trader      Nicholas McGaugheyPraetorian Officer      Chris KellScribe      Tony CurranAssassin #1      Mark LewisAssassin #2      John QuinnValerius      Alun RaglanPraetorian Guard #1      David BailieEngineer      Chick AllanGerman Leader      David J. NichollsGiant Man      Al Hunter AshtonRome Trainer #1      Billy DowdNarrator      Ray CallejaLucius' Attendant      Giannina FacioMaximus' Wife      Giorgio CantariniMaximus' Son      Malcolm EllulCenturion (uncredited)      Ray MangionCenturion (uncredited)      João Costa MenezesRoman Soldier (uncredited)      Mike MitchellFighter (uncredited)      Antone PagánFighter (uncredited)      Norman Campbell ReesSedan Chair Carrier (uncredited)      Neil RocheRoman Soldier (uncredited)      Paul SacksCatapult Commander Shouts ""Loose"" (uncredited)      Steve SaundersGerman Barbarian (uncredited)      Brian SmyjColiseum Gladiator (uncredited)      Richard StrideSwordsman (uncredited)      Tony TomlinsonMan (uncredited)      Paul WoodadgeGermanian Barbarian (uncredited)      Michael YaleRome Citizen (uncredited)      ",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
कुंग फू पांडा 4 (2024),94,71,जैक ब्लैकPo (voice)      AwkwafinaZhen (voice)      Viola DavisThe Chameleon (voice)      Dustin HoffmanShifu (voice)      Bryan CranstonLi (voice)      James HongMr. Ping (voice)      Ian McShaneTai Lung (voice)      के हुई क्वानHan (voice)      Ronny ChiengFish (voice)      Lori Tan ChinnGranny Boar (voice)      Seth RogenMantis (voice)      Jimmy DonaldsonPanda Pig (voice)      James MurrayBoastful Komodo / Frightened Ram / Goose Jail Guard / Bunny Bartender (voice)      James SieBull Officer #2 / Ram Worker / Master Villain #1 (voice)      Cedric YarbroughBull Officer #1 / Ram Foreman / Questioned Boar (voice)      Vic ChaoBear Crime Boss / Last Ram / Tavern Patron #2 (voice)      Audrey BrookeDen Bunny #2 / Piglet #1 / Piglet #2 / Action Figure Pig Kid / Picture Bunny Kid / Restaurant Bunny #2 (voice)      Lincoln NakamuraDen Bunny #3 / Action Figure Panda Kid / Restaurant Bunny #3 (voice)      Cece ValentinaDen Bunny #1 / Restaurant Bunny #1 (voice)      April HongPig Patron #2 (voice)      Suzanne BuirgyAutograph-Seeking Fan #1 (voice)      Logan KimAutograph-Seeking Fan #2 (voice)      Reyn DoiAdoring Fan (voice)      Mick WingertOld Bunny Patron (voice)      Peggy EtraPig Patron #1 / Questioned Croc (voice)      Gedde WatanabeBadger Crime Boss (voice)      Karen MaruyamaWolf Crime Boss / Bunny Waiter / Citizen #1 / Questioned Sheep (voice)      Tom McGrathCroc Crime Boss (voice)      Phil LaMarrDisheveled Bunny / Pig Thief / Questioned Bull (voice)      Mike MitchellTavern Patron #3 / Citizen #4 (voice)      Colleen SmithAntelope Thief / Citizen #2 / Tavern Patron #1 / Master Villain #2 (voice)      Sarah Sarang OhQuestioned Antelope / Citizen #3 (voice)      Paul PapeTransforming Rhino (voice)      James Taku LeungTransforming Wolf (voice)      Steve AltermanTransforming Croc (voice)      Christopher KnightsAnnoyed Komodo (voice)      Harry Shum Jr.Fire-Breathing Croc (voice)      ,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Aunts (2024),87,70,Ximena SariñanaCamila NuñezDiego KleinRoberto Quijano,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IF (2024),104,72,"Cailey FlemingBea      रयान रेनॉल्ड्सCal      जॉन क्रज़िन्स्कीDad / Marshmallow (voice)      Fiona ShawGrandmother      Steve CarellBlue (voice)      Phoebe Waller-BridgeBlossom (voice)      Louis Gossett Jr.Lewis (voice)      Alan KimBenjamin      Liza Colón-ZayasJanet      Bobby MoynihanJeremy      Catharine DaddarioBea’s Mom      Audrey HoffmanBea (Ages 3 & 5)      Laquet Sharnell PringleReceptionist      Ed HerbstmanDeli Guy      Barbara AndresWoman Upstairs      Alexander RiveroCustodian      Shauna PinkettHospital Receptionist      Sa'Raya Paris Johnson7 Year-Old Girl      Marta Siteiya MoipeiCoffee Shop Barista      David WeissmannYoung Jeremy      AwkwafinaBubble (voice)      Emily BluntUnicorn (voice)      जॉर्ज क्लूनीSpaceman (voice)      ब्रैडली कूपरIce (voice)      मैट डैमनFlower (voice)      Bill HaderBanana (voice)      Richard JenkinsArt Teacher (voice)      Keegan-Michael KeySlime (voice)      ब्लैक लिवलीOctopuss (voice)      Sebastian ManiscalcoMagician Mouse (voice)      Christopher MeloniCosmo (voice)      Matthew RhysGhost (voice)      सैम रॉकवेलGuardian Dog (voice)      Maya RudolphAlligator (voice)      Amy SchumerGummy Bear (voice)      Allyson SeegerViola (voice)      Jon StewartRobot (voice)      Craig ""Radioman"" CastaldoRadio Man (uncredited)      ",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Bagman (2024),92,61,Sam ClaflinPatrick McKee      Antonia ThomasKarina      Caréll Vincent RhodenJake McKee      Will DavisBagman      Adelle LeonceAnna      William HopeChief Isaacs      Steven CreeLiam McKee      Sharon D. ClarkeBarbara      Henry PettigrewDon      Neil LinpowOfficer Rawls      Frankie CorioEmily      ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Soul Eater (2024),111,62,Virginie LedoyenÉlisabeth Guardiano      Paul HamyFranck De Rolan      Sandrine BonnaireDocteur Carole Marbas      Malik ZidiFabrice Gonnet      Emmanuel LanziLe motard      Christophe FavreHenri Maublanc      Jérémy MargalléM. Vasseur      Francis RenaudBrigadier-Chef Marcelin      Elisabeth DudaPascale Minot      Lya Oussadit-LessertJeanne Maublanc      Chloé CoulloudValentine Schwarz      Wendy GrenierNina      Emmanuel BonamiArnaud      Antoine LevannierBenjamin Cortes      Oliver BodartRaphaël Pietranovsky      Stéphane DausseLe prêtre      Juliette WipplerFille d'Elisabeth      Maxime NietoOlivier Taurand      Cameron BainEvan Vasseur      Audrey GolayMme Vasseur      Karine KoscMaryse Maublanc      Charlène CudratSecrétaire Accueil Hôpital      Thomas RezetteDroucourt      François VataireRéceptionniste de l'hôtel      Valérie HerterInfirmière de l'hôpital      Élia St-PierreJeanne Maublanc (voice)      ,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Pleasure (2021),108,62,"Sofia KappelBella Cherry      Zelda MorrisonJoy      Tee ReelMike      Evelyn ClaireAva      Chris CockBear      Dana DeArmondAshley      Kendra SpadeKimberly      Mark SpieglerSpiegler      Eva MelanderMother (voice)      Lucy HartCaesar      John StrongBrian      Ryan McLaneZander      Axel BraunAxel      Charlotte CrossAbella      Xander CorvusKeith      Ivy SherwoodFunny Girl      Kasia SzarekSophia - Make-up Girl #1      Chanel PrestonChanel      Casey CalvertCasey      Aiden StarrAiden Starr      Mick BlueJules      Jack BlaqueJason      Nathan BronsonDan      Bill BaileyAdam      Steve HolmesChristian      Juliette MarchJuliette      Abella DangerAbella Danger      Gina ValentinaGina Valentina      Maja KinNora Moore, Spiegler Girl (uncredited)      Reza AzarJoe      Small HandsDex      Derrick PierceChris      Tommy PistolMike (director)      Claudio BergaminClaudio      Alice GreyAliah      Marc KramerAxel's PM      Peter WarrenPeter / Ray      Eric John GrossbeckPorn Actor      Yoshi NurijumiSecurity Guard / End Party      Cammy DarlingMakeup Girl #2      David FreemanPhotographer #1      Jay AllanPhotographer #2      Anthony Elias ContrerasICE Agent      Victor SiegelPorn Cameraman      Michael ThompsonRoger      Devin McGeeTechnician      Kelvin Batiste Jr.Technician #2      Ex LibrisRigger      Mana AfsharBathroom Girl #1      Danielle AlexandriaBathroom Girl #2      Rusty NailsCrew Member      Ken Melvoin-BergCrew Member #2 / BBG Shoot / Bill      Sean StearleyCrew Member #3 - BGG Shoot      RuckusRuckus      Timi MasonStaff      Jules JordanJules Jordan (uncredited)      Pryde PierceVIP Partygoer (uncredited)      Parker StuartDavid (uncredited)      Ester UddénSpiegler Girl (uncredited)      Jason TolerMike      ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Haunting Of The Immaculate Nurse (2024),107,58,Paulina GaitánRebeca      Azul GuaitaVanessa      Iazua LariosLuciana      Adriana LlabrésAriana      Patricia Reyes SpíndolaHortensia      Karla GarridoEnfermera Recepcionista      Enoc LeañoDr. Sánchez      Fernanda Echevarría del RiveroEulalia      Carlos ValenciaRamírez      David FridmanArturo Linares      Patricia MaqueoPaula      Tony Dalton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kingdom of the Planet of the Apes (2024),145,71,Owen TeagueNoa      Freya AllanNova / Mae      Kevin DurandProximus Caesar      Peter MaconRaka      William H. MacyTrevathan      Eka DarvilleSylva      Travis JefferyAnaya      Lydia PeckhamSoona      Neil SandilandsKoro      Ras-Samuel Welda'abzgiLightning      Sara WisemanDar      Kaden HartcherOda / Rust      Andy McPheeHonored Elder      Nina GallasYoungster #1      Samuel FaléYoungster #2      Dichen LachmanKorina      Virginie LaverdureLead Tech      Markus HamiltonTech #1      Benjamin ScottTech #2      Nirish Bhat SurambadkaYoungster #3      Frances BerryLaika      Peter HayesFeral Human #1      Sheree da CostaFeral Human #2      Souleymane DiasseFeral Human #3      Olga MillerFeral Human #4      Dmitriy MillerFeral Human #5      Anastasia MillerFeral Human #6      Michael SpudicTech #3      Karin KonovalMaurice      Terry NotaryRocket      ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Garfield Movie (2024),101,71,क्रिस प्रैटGarfield (voice)      Samuel L. JacksonVic (voice)      Hannah WaddinghamJinx (voice)      Ving RhamesOtto (voice)      निकोलस हॉल्टJon (voice)      Cecily StrongMarge Malone (voice)      Harvey GuillénOdie (voice)      Brett GoldsteinRoland (voice)      Bowen YangNolan (voice)      स्नूप दॉगMaurice (voice)      Janelle JamesOlivia (voice)      Angus CloudSnickers (voice)      Jeff FoxworthyZapped Bird (voice)      Eugenia CarusoMaria (voice)      Luke Cinque-WhiteVito (voice)      Dev JoshiLiz (voice)      Chana KeeferRom-Com Woman (voice)      Mark KeeferRom-Com Man (voice)      Edward MontgomeryFitness Bike Instructor (voice)      Mark DindalSleep App Voice (voice)      Cameron Bernard JonesBarry / Lactose Farms Phone Operator (voice)      Darren ForemanUsed Catapult Customer (voice)      Timothy QuinlanFind My Pet Voice (voice)      Matt RippySpanish Find My Pet Voice / Farmhand (voice)      Alicia Grace TurrellEthel / Lactose Farms Phone Operator (voice)      Eric LorenRoadkill / Busboy (voice)      Melli BondFish Market Worker (voice)      Lynsey MurrellTour Guide Tracy (voice)      Amelia SciandraPA Announcer (voice)      Jennifer WoodwardPA Announcer (voice)      Hannah FelixPound Worker (voice)      ,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Project Silence (2024),96,71,Lee Sun-kyunCha Jung-won      Ju Ji-hoonJobak      Kim Hee-wonDr. Yang      Moon Sung-keunByung-hak      Ye Su-jeongSoon-ok      Kim Tae-wooJung Hyun-baek      Park Hee-vonMi-ran      Park Ju-hyunYu-ra      Kim Su-anCha Kyung-min      Ha Do-kwonCaptain Kang      Jang GwangDefense Minister      Choi Jung-wooChief secretary      Ku Sung-hwanBus driver      Park Ho-sanIntelligence Commander      Moon Byeong-juBJ      Song You-hyunKyung-min's mother      Jang Tae-minOfficial      Yoo YeonOfficial      Kwak Jin-seokCommando commander      Ahn Seong-bongStaff sergeant      ,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
F Marry Kill (2024),97,67,Lucy HaleEva Vaugh      Virginia GardnerKelly      Brooke NevinValerie      Jedidiah GoodacreKyle      Brendan MoranMitch      Samer SalemNorman      Bethany BrownRobin      JayR TinacoAnthony      Haley Victoria HuntSheryl      RJ FetherstonhaughJake      Edem NyamadiBrad      Laura YengaWinnie      Pete MacLeodFinance Scam Date      ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
बच्चों की ट्रेन (2024),106,72,Barbara RonchiDerna      Serena RossiAntonietta      Christian CervoneAmerigo      Francesco Di LevaCapa ‘e Fierro      Antonia TruppoMaddalena Criscuolo      Monica NappoZandragliona      Nunzia SchianoStefano AccorsiAmerigo Adulto      Ivan ZerbinatiAlcide      Dora RomanoPachiochia      Beatrice SchirosMaestra Ferrari      Lucio MoranoLuzio      Jacopo Pagano GuerrieriRivo      Domenico ReaTommasino      Sophia CecereMariuccia      Lorenzo NeriRagazzo propaganda      ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
बुरे बंदे: हॉन्टेड हाइस्ट (2024),24,71,Michael GodereWolf (voice)      Ezekiel AjeigbeShark (voice)      Raul CeballosPiranha (voice)      Chris DiamantopoulosSnake / Reginald E. Scary (voice)      Mallory LowTarantula (voice)      ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beetlejuice Beetlejuice (2024),105,71,Michael KeatonBeetlejuice      विनोना रायडरLydia      Catherine O'HaraDelia      जेना ओर्टेगाAstrid      Justin TherouxRory      विलेम डाफ़ोJackson      मोनिका बेलुचीDelores      Arthur ContiJeremy      Nick KellingtonBob - Shrinker      Santiago CabreraRichard      Burn GormanFather Damien      Danny DeVitoJanitor      Sami SlimaneLe Tigre      Amy NuttallJane Butterfield      Mark HeenehanClive      Charlie HopkinsonClive (voice)      Liv SpencerOlga      Skylar ParkLittler Jane      Matt LyonsDave - Shrinker      Jane LeaneyJeremy's Mom      David AyresJeremy's Dad      Sophie HollandHot Dog Lady on a Stick      Walles HamondeGlen - Director      Max PembertonSurfer Dude      Rebecca O'MaraJody Welch      Adam SpeersEmmet Welch      Daryl KwanEddy      Caroline LawrieDead Cat Lady      Philip PhilmarHooded Pagan      Stephen K. AmosConductor      Sean VerreJosh      Noah MendesEthan      Juliana YazbeckMummy Immigration Officer      Bea SvistunenkoNadia      Filipe CatesVlad      Alex Michael StollTV Interviewer      Rupi LalAstrid's Doctor      Georgina BeedleJackson's Secretary      Stefano MarchettiItalian Narrator (voice)      James FisherDetective (uncredited)      Ian HawkinsFuneral Mourner (uncredited)      टिम बर्टनBaby Beetlejuice (voice) (uncredited)      ,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
My Hero Academia: You're Next (2024),110,68,Daiki YamashitaIzuku Midoriya (voice)      Nobuhiko OkamotoKatsuki Bakugo (voice)      Yuki KajiShoto Todoroki (voice)      मामोरू मियानोGiulio Gandini (voice)      Meru NukumiAnna Scervino (voice)      Kenta MiyakeDark Might (voice)      Ayane SakuraOchako Uraraka (voice)      Kaito IshikawaTenya Iida (voice)      UokenHugo (voice)      Yuki OnoKamil (voice)      Minako KotobukiDeborah (voice)      Yusuke KobayashiPaulo (voice)      Michitake KikuchiSimon (voice)      Masaki TerasomaBruno (voice)      ,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
स्पाइडर-मैन: एक्रोस दा स्पाईडर-वर्स (2023),140,84,Shameik MooreMiles Morales (voice)      हैली स्टेइन्फ़ेल्ड्Gwen Stacy (voice)      Brian Tyree HenryJeff Morales (voice)      Luna Lauren VelezRio Morales (voice)      Jake JohnsonPeter B. Parker (voice)      Oscar IsaacMiguel O'Hara (voice)      Jason SchwartzmanSpot (voice)      Issa RaeJessica Drew (voice)      Daniel KaluuyaHobie Brown (voice)      करण सोनीPavitr Prabhakar (voice)      Shea WhighamGeorge Stacy (voice)      Greta LeeLYLA (voice)      महेरशला अलीUncle Aaron (voice)      Amandla StenbergMargo Kess: Spider-Byte (voice)      Jharrel JeromeMiles G. Morales (voice)      Andy SambergBen Reilly (voice)      Jack QuaidPeter Parker (voice)      Rachel DratchMs. Weber (voice)      Ziggy MarleyLenny (voice)      Jorma TacconeAdriano Tumino / '67 (voice)      J.K. SimmonsJ. Jonah Jameson (voice)      Donald GloverAaron Davis      Elizabeth PerkinsMay / Quippy Spider-Person (voice)      Kathryn HahnDoc Ock (voice)      Ayo EdebiriGlory (voice)      Nicole DelaneyMJ (voice)      Antonina LentiniBetty (voice)      Atsuko OkatsukaYuri (voice)      Peter SohnGanke (voice)      Melissa SturmMary Jane (voice)      Lorraine VelezMaria (voice)      Nic NovickiLego Spider-Man (voice)      Taran KillamWeb-Slinger (voice)      Metro BoominMetro Spider-Man (voice)      जोश कीटनSpectacular Spider-Man (voice)      Sofia BarclayMalala Windsor: Spider-UK (voice)      Danielle PerezCharlotte Webber: Sun-Spider (voice)      Yuri LowenthalInsomniac Spider-Man (voice)      Rita Rani AhujaAdditional Voices (voice)      Ismail BasheyAdditional Voices (voice)      Oscar CamachoAdditional Voices (voice)      Freddy FerrariAdditional Voices (voice)      Kerry GutierrezAdditional Voices (voice)      Kamal KhanAdditional Voices (voice)      Angelo Sekou KouyateAdditional Voices (voice)      Andrew LevitonAdditional Voices (voice)      David MichieAdditional Voices (voice)      Sumit NaigAdditional Voices (voice)      Juan PachecoAdditional Voices (voice)      Chrystee PharrisAdditional Voices (voice)      Ben PronskyAdditional Voices (voice)      Al RodrigoAdditional Voices (voice)      Stan SellersAdditional Voices (voice)      Warren SrokaAdditional Voices (voice)      Jasper Johannes AndrewsAdditional Voices (voice)      Gredel Berrios CalladineAdditional Voices (voice)      Natalia CastellanosAdditional Voices (voice)      Russell Tyre FrancisAdditional Voices (voice)      Deepti GuptaAdditional Voices (voice)      Sohm KapilaAdditional Voices (voice)      Pradnya KuwadekarAdditional Voices (voice)      Ashley LondonAdditional Voices (voice)      Christopher MillerAdditional Voices (voice)      Andrea NavedoAdditional Voices (voice)      Lakshmi PatelAdditional Voices (voice)      Jacqueline PinolAdditional Voices (voice)      Eliyas QureshiAdditional Voices (voice)      Lashana RodriguezAdditional Voices (voice)      Jaswant Dev ShresthaAdditional Voices (voice)      Libby Thomas DickeyAdditional Voices (voice)      Jason Linere-WhiteAdditional Voices (voice)      Sitara AttaieAdditional Voices (voice)      Mayuri BhandariAdditional Voices (voice)      June ChristopherAdditional Voices (voice)      Michelle Jubilee GonzalezAdditional Voices (voice)      Marabina JaimesAdditional Voices (voice)      Rez KemptonAdditional Voices (voice)      Lex LangAdditional Voices (voice)      Phil LordAdditional Voices (voice)      Richard MiroAdditional Voices (voice)      Doug NicholasAdditional Voices (voice)      Shakira Ja'nai PayeAdditional Voices (voice)      James PirriAdditional Voices (voice)      Marley RalphAdditional Voices (voice)      Michelle RuffAdditional Voices (voice)      Dennis SingletaryAdditional Voices (voice)      Amanda TroopAdditional Voices (voice)      Ruth ZalduondoAdditional Voices (voice)      Kimberly BaileyAdditional Voices (voice)      Sanjay ChandaniAdditional Voices (voice)      Melanie DukeAdditional Voices (voice)      Jorge R. GutierrezAdditional Voices (voice)      Miguel JironAdditional Voices (voice)      Deepti Kingra-MickelsenAdditional Voices (voice)      Luisa LeschinAdditional Voices (voice)      Caitlin McKennaAdditional Voices (voice)      Andrew MorgadoAdditional Voices (voice)      Arthur OrtizAdditional Voices (voice)      Eliana A. PerezAdditional Voices (voice)      Juan PopeAdditional Voices (voice)      Mike RiandaAdditional Voices (voice)      Erika ScopelliAdditional Voices (voice)      Narender SoodAdditional Voices (voice)      Cedric L. WilliamsAdditional Voices (voice)      Kimiko GlennPeni Parker (voice) (uncredited)      Peggy LuMrs. Chen (uncredited)      ,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Female Teacher: In Front of the Students (1982),69,66,Rushia SantôReiko / Teacher      Rina OkaKumi / Girl Friend of Takuya      Kyôko SagamiSyôko / Teacher      Toshiyuki KitamiAkiyama / Teacher      Toru NakaneTakuya / High School Boy      Hiromichi HoriTakashi      Masaaki Kishi桑田      Toshio Yoshikawa若森      ,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
365 Days: This Day (2022),111,59,Anna-Maria SiekluckaLaura Torricelli      Michele MorroneMassimo Torricelli / Adriano Torricelli      Simone SusinnaMarcelo 'Nacho' Matos      Magdalena LamparskaOlga      Otar SaralidzeDomenico      Natasza UrbańskaAnna      Ramón LangaDon Fernando Matos      Ewa KasprzykKlara      Dariusz JakubowskiTomasz      Tomasz MandesTommaso      Blanka LipińskaElena      Natalia SiwiecEmi      Karolina PisarekAmelia      Robert WabichPriest      Sławomir MandesItalian Man      Rafał IwaniukLaura's bodyguard      Natalia KarpińskaAdrianna ChlebickaMonika Grabarczyk (archive footage) (uncredited)      Tomasz KarolakSchool Principal (archive footage) (uncredited)      ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
